Parental.Performance,Parent.ID,Fragment.ID,Cohort,Treatment,Date,Time,Fo.Rep1,Fm.Rep1,Yield.Rep1,Fo.Rep2,Fm.Rep2,Yield.Rep2,QC,Rep1.Notes,Rep2.Notes
Nonbleached,W104,A026,Cohort16,High,,19:54,360,1028,0.649,427,1197,0.643,SM,,
Nonbleached,W104,A027,NA,NA,,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W104,A028,Cohort15,Ambient,,19:45,326,998,0.673,433,1218,0.644,SM,,
Nonbleached,W104,A029,Cohort14,Ambient,,19:40,518,1570,0.67,744,1911,0.61,SM,,
Nonbleached,W104,A030,Cohort17,High,,20:17,675,1638,0.587,621,1897,0.672,SM,,
Nonbleached,W104,A031,Cohort13,High,,20:28,419,1039,0.596,214,546,0.608,SM,,
Nonbleached,W104,A032,Cohort11,Ambient,,20:08,380,996,0.618,192,288,0.333,SM,,
Nonbleached,W104,A033,Cohort12,High,,20:26,264,630,0.58,328,977,0.664,SM,,
Nonbleached,W104,A034,Cohort18,Ambient,,20:01,498,1454,0.657,378,1027,0.631,SM,,
Bleached,W103,A035,Cohort17,High,,20:15,355,919,0.613,471,1442,0.673,SM,,
Bleached,W103,A036,Cohort14,Ambient,,19:39,650,1931,0.663,586,1631,0.64,SM,,
Bleached,W103,A037,Cohort18,Ambient,,20:02,501,1567,0.68,351,973,0.639,SM,,
Bleached,W103,A038,Cohort11,Ambient,,20:11,475,1978,0.759,561,1655,0.661,SM,,
Bleached,W103,A039,Cohort16,High,,19:53,322,1046,0.692,421,1194,0.647,SM,,
Bleached,W103,A040,Cohort12,High,,20:25,659,1881,0.649,508,1469,0.654,SM,,
Bleached,W103,A041,Cohort13,High,,20:31,565,1571,0.64,401,972,0.587,SM,,
Bleached,W103,A042,Cohort15,Ambient,,19:44,598,906,0.339,398,1211,0.671,SM,,
Nonbleached,W262,A043,Cohort11,Ambient,,20:10,310,931,0.667,612,1644,0.627,SM,,
Nonbleached,W262,A044,Cohort18,Ambient,,20:01,705,2285,0.691,417,795,0.475,SM,,
Nonbleached,W262,A045,Cohort12,High,,20:25,422,1166,0.638,564,1623,0.652,SM,,
Nonbleached,W262,A046,Cohort14,Ambient,,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W262,A047,Cohort15,Ambient,,19:48,532,1621,0.671,591,1544,0.617,SM,,
Nonbleached,W262,A048,Cohort13,High,,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W262,A049,Cohort17,High,,20:17,579,829,0.301,344,829,0.585,SM,,
Nonbleached,W262,A050,Cohort16,High,,19:52,332,974,0.659,197,523,0.623,SM,,
Nonbleached,W106,A051,Cohort13,High,,20:32,341,881,0.612,220,958,0.77,SM,,
Nonbleached,W106,A052,Cohort14,Ambient,,19:40,560,1483,0.622,551,1469,0.624,SM,,
Nonbleached,W106,A053,Cohort11,Ambient,,20:12,526,1376,0.617,445,1239,0.64,SM,,
Nonbleached,W106,A054,Cohort12,High,,20:22,290,911,0.681,263,829,0.682,SM,,
Nonbleached,W106,A055,Cohort18,Ambient,,20:00,399,631,0.367,574,1524,0.623,SM,,
Nonbleached,W106,A056,Cohort16,High,,19:54,244,978,0.75,579,1777,0.674,SM,,
Nonbleached,W106,A057,Cohort17,High,,20:15,228,662,0.655,455,1259,0.638,SM,,
Nonbleached,W106,A058,Cohort15,Ambient,,19:43,309,900,0.656,143,361,0.603,SM,,
Bleached,W257,A067,Cohort15,Ambient,,19:46,479,1788,0.732,654,2111,0.69,SM,,
Bleached,W257,A068,Cohort14,Ambient,,19:41,537,1560,0.655,200,619,0.676,SM,,
Bleached,W257,A069,Cohort12,High,,20:23,509,1619,0.685,493,1588,0.689,SM,,
Bleached,W257,A070,Cohort11,Ambient,,20:07,640,1894,0.662,640,1696,0.622,SM,,
Bleached,W257,A071,Cohort13,High,,20:31,482,1261,0.617,514,1375,0.626,SM,,
