Parental.Performance,Parent.ID,Fragment.ID,Cohort,Treatment,Date,Time,Fo.Rep1,Fm.Rep1,Yield.Rep1,Fo.Rep2,Fm.Rep2,Yield.Rep2,QC,Rep1.Notes,Rep2.Notes
Nonbleached,W104,A026,Cohort16,High,20160228,19:53,510,1471,0.653,NA,NA,NA,HP,,
Nonbleached,W104,A027,NA,NA,20160228,NA,NA,NA,NA,NA,NA,NA,HP,,
Nonbleached,W104,A028,Cohort15,Ambient,20160228,19:45,435,1309,0.667,NA,NA,NA,HP,,
Nonbleached,W104,A029,Cohort14,Ambient,20160228,20:19,445,1389,0.679,NA,NA,NA,HP,,
Nonbleached,W104,A030,Cohort17,High,20160228,20:01,428,1280,0.665,NA,NA,NA,HP,,
Nonbleached,W104,A031,Cohort13,High,20160228,20:11,379,1212,0.687,NA,NA,NA,HP,,
Nonbleached,W104,A032,Cohort11,Ambient,20160228,20:29,373,1140,0.672,NA,NA,NA,HP,,
Nonbleached,W104,A033,Cohort12,High,20160228,20:23,381,1263,0.698,NA,NA,NA,HP,,
Nonbleached,W104,A034,Cohort18,Ambient,20160228,19:59,361,939,0.615,NA,NA,NA,HP,,
Bleached,W103,A035,Cohort17,High,20160228,20:06,373,1274,0.707,NA,NA,NA,HP,,
Bleached,W103,A036,Cohort14,Ambient,20160228,20:13,460,1540,0.701,NA,NA,NA,HP,,
Bleached,W103,A037,Cohort18,Ambient,20160228,20:00,395,1340,0.705,NA,NA,NA,HP,,
Bleached,W103,A038,Cohort11,Ambient,20160228,20:27,557,1860,0.7,NA,NA,NA,HP,,
Bleached,W103,A039,Cohort16,High,20160228,19:52,372,1262,0.705,NA,NA,NA,HP,,
Bleached,W103,A040,Cohort12,High,20160228,20:25,319,969,0.7,NA,NA,NA,HP,Yield writing differs from Yield calculated,
Bleached,W103,A041,Cohort13,High,20160228,20:15,552,1822,0.697,NA,NA,NA,HP,,
Bleached,W103,A042,Cohort15,Ambient,20160228,19:49,341,1105,0.691,NA,NA,NA,HP,,
Nonbleached,W262,A043,Cohort11,Ambient,20160228,20:24,301,931,0.676,NA,NA,NA,HP,,
Nonbleached,W262,A044,Cohort18,Ambient,20160228,20:02,377,921,0.59,NA,NA,NA,HP,,
Nonbleached,W262,A045,Cohort12,High,20160228,20:27,580,1595,0.636,NA,NA,NA,HP,,
Nonbleached,W262,A046,Cohort14,Ambient,20160228,20:18,431,1344,0.679,NA,NA,NA,HP,,
Nonbleached,W262,A047,Cohort15,Ambient,20160228,19:55,544,1357,0.599,NA,NA,NA,HP,,
Nonbleached,W262,A048,Cohort13,High,20160228,20:17,596,1931,0.691,NA,NA,NA,HP,,
Nonbleached,W262,A049,Cohort17,High,20160228,19:59,318,1063,0.7,NA,NA,NA,HP,,
Nonbleached,W262,A050,Cohort16,High,20160228,19:52,474,1349,0.648,NA,NA,NA,HP,,
Nonbleached,W106,A051,Cohort13,High,20160228,20:16,454,1337,0.66,NA,NA,NA,HP,,
Nonbleached,W106,A052,Cohort14,Ambient,20160228,20:14,420,1201,0.65,NA,NA,NA,HP,,
Nonbleached,W106,A053,Cohort11,Ambient,20160228,20:28,369,1172,0.685,NA,NA,NA,HP,,
Nonbleached,W106,A054,Cohort12,High,20160228,20:26,487,1155,0.578,NA,NA,NA,HP,,
Nonbleached,W106,A055,Cohort18,Ambient,20160228,20:01,572,1467,0.61,NA,NA,NA,HP,,
Nonbleached,W106,A056,Cohort16,High,20160228,19:51,528,1464,0.639,NA,NA,NA,HP,,
Nonbleached,W106,A057,Cohort17,High,20160228,20:02,512,1438,0.643,NA,NA,NA,HP,,
Nonbleached,W106,A058,Cohort15,Ambient,20160228,19:50,479,1351,0.645,NA,NA,NA,HP,,
Bleached,W257,A067,Cohort15,Ambient,20160228,19:50,419,1259,0.667,NA,NA,NA,HP,,
Bleached,W257,A068,Cohort14,Ambient,20160228,20:10,381,1138,0.665,NA,NA,NA,HP,,
